symbol,type,date,entry,exit,sl,tp,rr,risk_pct,pnl_pct,win,reason,days,year
AOS,A,2016-12-01,41.393495063781735,40.41190719604492,39.88815457305911,43.651505799865674,1.5000000000000024,3.6366595485669886,-2.3713577851406846,False,below_sma,20,2016
AOS,B,2017-06-02,47.79126583099365,48.342655181884766,45.94376075776403,53.33378105068251,3.0,3.8657797426061755,1.1537450228688568,True,timeout,20,2017
AOS,A,2017-09-20,50.31719261169434,52.17632293701172,46.97721504954315,60.33712529814791,3.0,6.6378456125847904,3.6948212505903912,True,timeout,20,2017
AOS,A,2020-11-23,51.75168880462646,50.337669372558594,47.032156580723615,58.83098714048073,1.5,9.119571424461286,-2.732315533520247,False,timeout,20,2020
AOS,A,2021-05-27,64.56990852355958,62.5618782043457,60.935844097016165,70.0210051633747,1.5000000000000009,5.628108370662245,-3.1098546755431817,False,below_sma,6,2021
AOS,A,2024-01-19,77.14301879882812,74.76099395751953,73.00634447216433,83.34803028882382,1.5000000000000018,5.362344371629172,-3.08780350885721,False,below_sma,8,2024
AOS,A,2024-01-22,78.00744850158691,74.76099395751953,73.24962707596771,85.1441806400157,1.5,6.099188624945745,-4.16172379231367,False,below_sma,7,2024
ABT,A,2017-08-31,43.38417514801025,46.30250493027345,41.438621959834784,46.30250493027345,1.5,4.484476612815575,6.726714919223363,True,target,19,2017
ABT,B,2017-09-08,44.30397285461426,46.247871185723085,43.65600674424465,46.247871185723085,3.0,1.4625462878824493,4.387638863647348,True,target,14,2017
ABT,A,2018-05-30,53.63281871795654,52.795562744140625,50.81991399398373,57.85217580391575,1.5,5.244745272041859,-1.5610888889112151,False,below_sma,20,2018
ABT,B,2018-07-24,55.89624126434326,56.76769256591797,54.635858534028905,57.786815359814796,1.5000000000000029,2.2548613320058157,1.5590517034114344,True,timeout,20,2018
ABT,A,2018-09-04,58.248401412963865,62.84709495763569,55.18260571651598,62.84709495763569,1.499999999999999,5.263313021609477,7.894969532414208,True,target,15,2018
ABT,A,2018-11-28,63.47300193786621,60.74251174926758,59.36772805539118,69.63091276157874,1.4999999999999991,6.467748108863171,-4.301813535259463,False,below_sma,14,2018
ABT,B,2019-02-15,65.8861873626709,67.74076713619773,64.64980084698634,67.74076713619773,1.5,1.8765488870662088,2.814823330599313,True,target,5,2019
